,Address,location
22039,19 Vestry St NYC,
22040,247 W 38th St NYC,
22044,2658 Broadway NYC,
22045,1404 Stebbins Ave NYC,
22046,1023 Manor Ave NYC,
22047,2016 Holland Ave NYC,
22048,385 Avenue T NYC,
22049,605 Crown St NYC,
22050,S Baltic St NYC,
22051,1615 ST JOHNS PL NYC,
22052,366 9th St NYC,
22053,14 Dekalb Ave NYC,
22055,181-04 Union Turnpike NYC,
22056,84-48 Manton St NYC,
22057,S 40th Ave NYC,
22061,54 5th Ave NYC,
22062,55 Pierrepont St NYC,
22063,N Walton St NYC,
22066,35-47 94th St NYC,
22067,159 Church St NYC,
22069,9 E 8th St NYC,
22072,2167 Ellis Ave NYC,
22073,1180 Lebanon St NYC,
22074,2708 Avenue U NYC,
22075,4103 13th Ave NYC,
22076,55 W 125 STREET NYC,
22077,60-52 Decatur St NYC,
22078,110 E 76TH STREET NYC,
22079,10915 Queens Blvd NYC,
22080,N 28th Ave NYC,
22086,127 E 54th St NYC,
22090,59 Nagle Ave NYC,
22092,10 Defoe Pl NYC,
22093,140 W Burnside Ave NYC,
22095,2608 Briggs Ave NYC,
22096,3598 Nostrand Ave NYC,
22097,962 Coney Island Ave NYC,
22098,W Noble St NYC,
22099,59-41 Menahan St NYC,
22100,134-23 Northern Blvd NYC,
22101,214-22 42nd Ave NYC,
22102,70-51 Austin St NYC,
22103,63-89 Saunders St NYC,
22104,22-05 37th St NYC,
22106,35-64 84th St NYC,
22107,31-84 30th St NYC,
22108,342-1 Atlantic Ave NYC,
22109,738 Allerton Ave NYC,
22111,70 W 36th St NYC,
22112,1722 Purdy St NYC,
22113,2117 Williamsbridge Rd NYC,
22115,122 W 111th St NYC,
22116,102 2nd Ave NYC,
22118,2122 White Plains Rd NYC,
22119,205 BARBEY STREET NYC,
22120,719 AVE J NYC,
22127,228 Kingsland Ave NYC,
22128,82-08 37th Ave NYC,
22130,88 17 ELDERT LN NYC,
22131,2860 WEST 6TH ST NYC,
22132,555 W 59th St NYC,
22133,125 W 24th St NYC,
22134,89 Willoughby St NYC,
22135,539 E 87th St NYC,
22137,165 E 179th St NYC,
22138,14454 76th Rd NYC,
22140,W E 181st St NYC,
22141,2503 65 ST NYC,
22142,197 19TH ST NYC,
22144,225 W 35th St NYC,
22145,180 E 79th St NYC,
22148,1 W 89th St NYC,
22149,S W Farms Rd NYC,
22150,4290 Katonah Ave NYC,
22151,3718 Avenue M NYC,
22152,1645 Utica Ave NYC,
22153,711 Putnam Ave NYC,
22154,388 Myrtle Ave NYC,
22155,92-02 Liberty Ave NYC,
22156,514 Broome St NYC,
22160,162 W 21 ST NYC,
22161,607 10th Ave NYC,
22163,1812 Andrews Ave NYC,
22164,3550 White Plains Rd NYC,
22165,30 Main St NYC,
22166,92 Fort Greene Pl NYC,
22168,17525 Henley Rd NYC,
22172,111-08 Lefferts Blvd NYC,
22174,37 W 47 ST NYC,
22176,430 Hudson St NYC,
22177,86 E 7th St NYC,
22180,N Bay Pky NYC,
22181,227 Van Sicklen St NYC,
22182,152 Parkside Ave NYC,
22183,6701 Ridge Blvd NYC,
22184,1094 Flushing Ave NYC,
22187,53-24 Roosevelt Ave NYC,
22188,60-32 Booth St NYC,
22189,2203 AVE U NYC,
22190,6514 FRESH POND RD NYC,
22192,151 Mott St NYC,
22193,30 E 60th St NYC,
22194,1376 Bristow St NYC,
22195,2922 Avenue M NYC,
22196,84 Midwood St NYC,
22197,5416 5th Ave NYC,
22198,599 Central Ave NYC,
22199,34-27 Steinway St NYC,
22200,17 Greenwich Ave NYC,
22205,146 W 83rd St NYC,
22207,W Pinehurst Ave NYC,
22208,1574 Crotona Park NYC,
22210,777 Crotona Park NYC,
22211,1811 Hone Ave NYC,
22213,3062 Brighton 13th St NYC,
22214,856 Flatbush Ave NYC,
22216,S Taylor St NYC,
22218,40 Prospect St NYC,
22220,544 W 39th St NYC,
22221,103 E 86th St NYC,
22222,370 Morris Ave NYC,
22225,743 Commonwealth Ave NYC,
22228,N 65th St NYC,
22229,4403 14th Ave NYC,
22230,749 Carroll St NYC,
22231,535 Marcy Ave NYC,
22232,1697 Broadway NYC,
22233,96-14 Jamaica Ave NYC,
22234,7105 Main St NYC,
22235,80-02 80th St NYC,
22236,159-11 LINDEN BLVD NYC,
22240,500 W 168th St NYC,
22241,650 GRAND CONCOURSE NYC,
22243,1939 McDonald Ave NYC,
22244,S 73rd St NYC,
22245,3148 Fulton St NYC,
22246,950 Glenmore Ave NYC,
22247,609 Nostrand Ave NYC,
22248,334 9th St NYC,
22249,136 Monroe St NYC,
22252,8522 Aspen Pl NYC,
22253,134-29 40th Rd NYC,
22254,18-73 42nd St NYC,
22255,22-35 31st St NYC,
22256,1-25 Astoria Blvd NYC,
22257,97-02 97th St NYC,
22258,6618 11 AVENUE NYC,
22259,360 SOUTHERN BLVD NYC,
22262,221 Avenue A NYC,
22264,340 E 23rd St NYC,
22265,306 W 37th St NYC,
22267,845 West End Ave NYC,
22268,2326 Nostrand Ave NYC,
22269,1221 98th St NYC,
22271,160 Beach 116th St NYC,
22274,68-09 Booth St NYC,
22275,28-11 35th St NYC,
22276,164 WASHINGTON AVE NYC,
22277,135 E 46th St NYC,
22278,1402 Lexington Ave NYC,
22279,1219 1st Ave NYC,
22280,590 E 187th St NYC,
22281,2907 Kingsbridge Ter NYC,
22282,3810 Nostrand Ave NYC,
22283,1758 E 16th St NYC,
22284,2058 W 8th St NYC,
22285,1102 E 54th St NYC,
22287,2108 Avenue M NYC,
22290,136-56 39th Ave NYC,
22292,31-09 102nd St NYC,
22293,69-83 113TH STREET NYC,
22294,281 ONDERDONK AVE NYC,
22295,64-66 ESSEX ST NYC,
22297,240 Mercer St NYC,
22302,1990 Lexington Ave NYC,
22304,582 St Nicholas Ave NYC,
22305,500 Dupont St NYC,
22306,907 E 221st St NYC,
22307,2528 Seymour Ave NYC,
22308,N E Kingsbridge Rd NYC,
22309,1352 Coney Island Ave NYC,
22310,255 E 7th St NYC,
22311,220 Kosciusko St NYC,
22312,97 Atlantic Ave NYC,
22315,142-26 Bayside Ave NYC,
22316,S Booth Memorial Ave NYC,
22317,41-29 162nd St NYC,
22318,30-03 Newtown Ave NYC,
22319,N Liberty St NYC,
22320,200 5th Ave NYC,
22324,250 W 78th St NYC,
22327,3004 Bailey Ave NYC,
22328,3469 Jerome Ave NYC,
22330,32-56 110th St NYC,
22331,2 14TH ST NYC,
22332,277 Park Ave NYC,
22335,1786 Sheepshead Bay Rd NYC,
22336,309 Lincoln Rd NYC,
22337,395 Douglass St NYC,
22338,352 4th St NYC,
22339,56 Willoughby St NYC,
22340,W 49th St NYC,
22341,N 29th Rd NYC,
22342,211 BROAD ST NYC,
22343,53 Elizabeth St NYC,
22344,222 E 16th St NYC,
22346,556 Columbus Ave NYC,
22347,1160 Bryant Ave NYC,
22349,103-43 Lefferts Blvd NYC,
22350,S Maple Ave NYC,
22352,30-14 21st St NYC,
22353,96-15 Roosevelt Ave NYC,
22354,34-10 84th St NYC,
22355,82-02 45th Ave NYC,
22357,28-17 35th St NYC,
22359,30-52 Steinway St NYC,
22360,171-15 Jamaica Ave NYC,
22361,384 Broome St NYC,
22363,528 E 80th St NYC,
22364,4470 Broadway NYC,
22366,5316 15TH AVENUE NYC,
22367,1166 40th St NYC,
22368,104-17 Queens Blvd NYC,
22369,81 Barrow St NYC,
22370,33-16 Ditmars Blvd NYC,
22371,248 Boerum St NYC,
22372,832 Marcy Ave NYC,
22374,501 E 87th St NYC,
22376,1593 2nd Ave NYC,
22377,61-29 Springfield Blvd NYC,
22378,205-07 35th Ave NYC,
22380,45-15 162nd St NYC,
22382,S W Thames St NYC,
22383,2375 2ND AVE NYC,
22388,89-101 W Tremont Ave NYC,
22389,857 E 225th St NYC,
22390,7703 New Utrecht Ave NYC,
22391,323 96th St NYC,
22392,50 Belmont Ave NYC,
22393,1260 Bedford Ave NYC,
22394,253 Irving Ave NYC,
22396,330 S 3rd St NYC,
22398,106-27 77th St NYC,
22399,20-12 27th St NYC,
22400,75-05 37th Ave NYC,
22401,35-57 Juniper Blvd NYC,
22402,E Warren St NYC,
22403,339 1 ST NYC,
22404,107 Church St NYC,
22405,350 5TH AVENUE NYC,
22406,2260 Broadway NYC,
22407,700 West End Ave NYC,
22409,219 W 134th St NYC,
22410,3440 Bailey Ave NYC,
22412,1904 AVE M NYC,
22413,W Cleveland St NYC,
22414,155 Rogers Ave NYC,
22415,230 Livingston St NYC,
22416,182 Remsen St NYC,
22417,54 Monitor St NYC,
22420,442 63RD ST NYC,
22421,60-01 31st Ave NYC,
22422,699 2 AVENUE NYC,
22423,6039 FRESH POND RD NYC,
22427,460 7th Ave NYC,
22429,505 W 51st St NYC,
22431,E Morningside Dr NYC,
22432,1485 MACOMBS RD NYC,
22434,1871 Harrison Ave NYC,
22435,2105 E 14th St NYC,
22436,8835 23rd Ave NYC,
22437,1927 50th St NYC,
22438,956 McDonald Ave NYC,
22445,541 LEXINGTON AVE NYC,
22446,50 WEST ST NYC,
22447,124 Madison St NYC,
22450,2706 Avenue N NYC,
22451,4115 13th Ave NYC,
22452,169 Clinton St NYC,
22453,14 Williams Ct NYC,
22455,64-19 65th St NYC,
22457,823 PARK AVENUE NYC,
22458,50-18 111th St NYC,
22460,19 E 3rd St NYC,
22463,665 Cauldwell Ave NYC,
22464,1953 86th St NYC,
22465,1680 84th St NYC,
22466,9008 3rd Ave NYC,
22467,471 56th St NYC,
22468,247 Starr St NYC,
22469,107-12 101st Ave NYC,
22471,61-55 Junction Blvd NYC,
22472,W 114th St NYC,
22473,737A MYRTLE AVENUE NYC,
22477,2113 3rd Ave NYC,
22478,2925 Wallace Ave NYC,
22482,1251 Bushwick Ave NYC,
22483,102 S Oxford St NYC,
22484,128 Hewes St NYC,
22485,85-38 168th Pl NYC,
22486,N 82nd Dr NYC,
22487,41-28 Queens Blvd NYC,
22488,31-45 49th St NYC,
22489,36-35 34th St NYC,
22490,372 Forest Ave NYC,
22491,70 SHERMAN AVE NYC,
22493,N E 136th St NYC,
22494,120 Einstein Loop NYC,
22495,307 E 204th St NYC,
22496,5721 6th Ave NYC,
22497,145-07 Glassboro Ave NYC,
22498,218-89 Hempstead Ave NYC,
22499,W Van Wyck Expy NYC,
22501,48-02 Queens Blvd NYC,
22503,N 54th Pl NYC,
22505,33-33 82nd St NYC,
22506,15 BOND STREET NYC,
22507,2566 ADAM CLAYTON POWELL NYC,
22511,4 W 22nd St NYC,
22513,1705 2nd Ave NYC,
22514,180 Amsterdam Ave NYC,
22516,2936 Broadway NYC,
22518,N 2nd Ave NYC,
22519,57 Franklin Ave NYC,
22520,74 Starr St NYC,
22522,N 110th Ave NYC,
22523,230-14 Merrick Blvd NYC,
22524,346 9TH STREET NYC,
22525,142 Beekman St NYC,
22527,367 W 48th St NYC,
22529,1638 3rd Ave NYC,
22530,952 5th Ave NYC,
22531,135 W 80th St NYC,
22533,1052 Van Nest Ave NYC,
22535,1172 CONEY ISLAND AVE NYC,
22537,777 Eastern Pky NYC,
22538,S S 5th St NYC,
22539,61-10 BEACH FRONT RD NYC,
22540,75-49 Metropolitan Ave NYC,
22542,111-16 118th St NYC,
22543,178-03 Union Turnpike NYC,
22544,43-10 21st St NYC,
22545,35-18 30th Ave NYC,
22546,38-07 Junction Blvd NYC,
22547,906 4TH AVE NYC,
22548,18 Eldridge St NYC,
22550,7 E 43rd St NYC,
22551,18 W 37th St NYC,
22552,44 E 46th St NYC,
22553,470 W 62nd St NYC,
22554,529 Courtlandt Ave NYC,
22555,2279 Barker Ave NYC,
22556,1763 Bronxdale Ave NYC,
22557,15 E Gun Hill Rd NYC,
22558,599 Kingston Ave NYC,
22559,361-363 Wortman Ave NYC,
22560,178 Hale Ave NYC,
22561,10 Grand Ave NYC,
22562,42 Driggs Ave NYC,
22563,656 Metropolitan Ave NYC,
22564,96-12 Liberty Ave NYC,
22565,50-35 69th Pl NYC,
22567,70-52 Austin St NYC,
22568,37-18 Northern Blvd NYC,
22569,3404 34th Ave NYC,
22570,21 WEST 33 STREET NYC,
22572,99 Warren St NYC,
22573,749 Washington St NYC,
22575,10 E 102nd St NYC,
22576,722 Amsterdam Ave NYC,
22578,675 St Marys St NYC,
22579,1579 Westchester Ave NYC,
22580,1531 Taylor Ave NYC,
22581,15 Westchester Sq NYC,
22583,E Cambreleng Ave NYC,
22584,3279 Perry Ave NYC,
22585,336 Albany Ave NYC,
22586,59-09 Myrtle Ave NYC,
22587,430 PARK AVENUE NYC,
22589,147 Spring St NYC,
22590,120 Church St NYC,
22591,228 Elizabeth St NYC,
22593,N W 14th St NYC,
22596,410 W 110th St NYC,
22597,2000 Vyse Ave NYC,
22598,849 Ashford St NYC,
22600,446B Myrtle Ave NYC,
22601,42-39 Main St NYC,
22602,W 75th Ave NYC,
22603,25-12 Steinway St NYC,
22604,100-04 Northern Blvd NYC,
22609,807 9th Ave NYC,
22611,25 E 81st St NYC,
22612,561 W 181st St NYC,
22615,545 Rutland Rd NYC,
22616,309 Hendrix St NYC,
22618,349 Tompkins Ave NYC,
22619,1035 RIVER AV NYC,
22621,218 Myrtle Ave NYC,
22622,511 Barry St NYC,
22623,19 E 75th St NYC,
22625,490 E 184th St NYC,
22631,1342 Lexington Ave NYC,
22633,152 E 89th St NYC,
22634,310 E 74th St NYC,
22635,55 E 54th St NYC,
22636,122-12 Liberty Ave NYC,
22637,254 FRONT STREET NYC,
22638,263 WEST 153 ST NYC,
22639,5803 Avenue J NYC,
22640,156-33 Cross Bay Blvd NYC,
22641,N 76th Ave NYC,
22643,251 50th St NYC,
22644,E 163rd St NYC,
22647,58-24 41st Ave NYC,
22648,116-47 Queens Blvd NYC,
22649,232 E 95th St NYC,
22650,155 Woodruff Ave NYC,
22651,367 Hinsdale St NYC,
22652,260 W 26th St NYC,
22653,W Flatbush Ave NYC,
22654,198 E 54th St NYC,
22655,89-36 Sutphin Blvd NYC,
22657,20 E 14th St NYC,
22658,1400 5th Ave NYC,
22659,5725 FOSTER AVE NYC,
22660,16 DOVER ST NYC,
22664,655 RIVERSIDE DR NYC,
22665,600 W 183rd St NYC,
22666,1162 St Lawrence Ave NYC,
22667,E Quarry Rd NYC,
22668,2818 Avenue L NYC,
22669,W Henry St NYC,
22670,289 Stanhope St NYC,
22671,60-20 69th Ave NYC,
22672,10-54 46th Rd NYC,
22673,81 GERRY ST NYC,
22676,59-61 Orchard St NYC,
22678,127 E 89th St NYC,
22679,320 W 96th St NYC,
22680,601 Broadway NYC,
22682,1721 Crosby Ave NYC,
22683,S E 236th St NYC,
22684,54 E Kingsbridge Rd NYC,
22685,799 Avenue Z NYC,
22686,4207 18th Ave NYC,
22687,1801 86th St NYC,
22688,537 50th St NYC,
22689,558 Carlton Ave NYC,
22690,56-58 Myrtle Ave NYC,
22691,1929 Menahan St NYC,
22693,45-25 39th Pl NYC,
22694,152-20 Northern Blvd NYC,
22696,370 WILSON AVE NYC,
22697,44 Mac Dougal St NYC,
22698,333 6th Ave NYC,
22699,286 South St NYC,
22701,538 W 28th St NYC,
22702,163 W 35th St NYC,
22703,500 W 48th St NYC,
22706,339 E 75th St NYC,
22707,1591 1st Ave NYC,
22708,485 Columbus Ave NYC,
22710,617 W 115th St NYC,
22711,286 E 202nd St NYC,
22712,8214 5th Ave NYC,
22713,E E 21st St NYC,
22715,731 E 53 STREET NYC,
22716,174 Duane St NYC,
22719,2056 Mc Graw Ave NYC,
22720,W Clay Ave NYC,
22721,233 Naples Ter NYC,
22723,E Homecrest Ave NYC,
22724,2111 86th St NYC,
22725,8118 5th Ave NYC,
22726,82 18th St NYC,
22727,W Doscher St NYC,
22728,103-15 101st Ave NYC,
22729,803 Seneca Ave NYC,
22730,137-28 Northern Blvd NYC,
22731,99-16 Metropolitan Ave NYC,
22733,37-12 75th St NYC,
22735,173 Hester St NYC,
22736,S E 20th St NYC,
22737,337 W 39th St NYC,
22738,570 5th Ave NYC,
22739,355 W 47th St NYC,
22740,26 E 84th St NYC,
22742,1998 3rd Ave NYC,
22743,334 E 117th St NYC,
22744,1295 5th Ave NYC,
22745,653 Crescent Ave NYC,
22746,3408 Jerome Ave NYC,
22747,2874 Nostrand Ave NYC,
22749,601 E 17th St NYC,
22750,1419 Coney Island Ave NYC,
22751,387 Bradford St NYC,
22752,67 Joralemon St NYC,
22753,792 Dekalb Ave NYC,
22754,24 Dunham Pl NYC,
22755,44 Eagle St NYC,
22756,181-13 90th Ave NYC,
22757,70-03 147th St NYC,
22758,108-75 38th Ave NYC,
22759,708 Broadway NYC,
22760,206 Avenue A NYC,
22761,W Rev James A Polite A NYC,
22762,1621 Morrison Ave NYC,
22763,714 Allerton Ave NYC,
22765,927 57th St NYC,
22766,9116 3rd Ave NYC,
22767,564 Monroe St NYC,
22768,59 S Oxford St NYC,
22769,157 India St NYC,
22770,11914 80th Rd NYC,
22771,117-15 101st Ave NYC,
22772,426 CRAIG AVE NYC,
22776,34 E 52nd St NYC,
22777,1666 3 AVE NYC,
22778,210 E 95th St NYC,
22781,2668 Marion Ave NYC,
22782,1865 W 13th St NYC,
22783,377 Kosciusko St NYC,
22784,N Central Ave NYC,
22789,30-85 36th St NYC,
22790,28-57 Steinway St NYC,
22791,366 GLENMORE AVE NYC,
22793,33 W 14th St NYC,
22794,143 E 43rd St NYC,
22795,145 E 49th St NYC,
22796,158 E 48th St NYC,
22797,126 E 118th St NYC,
22798,580 W 215th St NYC,
22799,82-26 Austin St NYC,
22802,42-36 Main St NYC,
22804,40 Broad St NYC,
22805,250 South End Ave NYC,
22807,N Bond St NYC,
22808,528 E 20th St NYC,
22810,575 Columbus Ave NYC,
22813,W Goulden Ave NYC,
22814,2160 Beverley Rd NYC,
22815,1304 38th St NYC,
22816,819 Utica Ave NYC,
22817,50 Jay St NYC,
22818,183 State St NYC,
22819,S 46th Ave NYC,
22822,97-22 Roosevelt Ave NYC,
22823,449 W 46th St NYC,
22824,1021 E 85th St NYC,
22826,632 W 185th St NYC,
22827,456 E 168th St NYC,
22829,E Wayne Ave NYC,
22830,1913 Nostrand Ave NYC,
22831,8310 5th Ave NYC,
22832,1664 Coney Island Ave NYC,
22833,608 Warwick St NYC,
22834,672 Nostrand Ave NYC,
22836,25-24 73rd St NYC,
22837,626 44TH ST NYC,
22838,115 Wooster St NYC,
22840,142 W 4th St NYC,
22842,369 E 149th St NYC,
22843,4520 11th Ave NYC,
22844,1134 President St NYC,
22845,674 E 40th St NYC,
22846,7824 5th Ave NYC,
22847,969 64th St NYC,
22848,462 87th St NYC,
22849,105 Atlantic Ave NYC,
22851,508 EAST 119 STREET NYC,
22852,333 Rector Pl NYC,
22855,907 Madison Ave NYC,
22856,309 E 86th St NYC,
22858,3042 Buhre Ave NYC,
22859,4185 Park Ave NYC,
22861,125 Schroeders Ave NYC,
22862,362 President St NYC,
22863,185 Joralemon St NYC,
22866,1211 Liberty Ave NYC,
22867,28-28 Steinway St NYC,
22869,86-49 125 ST NYC,
22870,160 E 33rd St NYC,
22873,N W 63rd St NYC,
22874,21 W 94th St NYC,
22877,860 Riverside Dr NYC,
22878,45 Hugh J Grant Cir NYC,
22879,8507 4th Ave NYC,
22880,900 Fulton St NYC,
22883,136-80 Roosevelt Ave NYC,
22884,37-03 Main St NYC,
22885,86-43 56th Ave NYC,
22886,112-05 Queens Blvd NYC,
22887,11406 Queens Blvd NYC,
22888,31-06 34th St NYC,
22889,3600 Jerome Ave NYC,
22891,1014 E 103rd St NYC,
22892,4338 BYRON AVE NYC,
22893,3400 PARK AVE NYC,
22894,372 AMBOY ST NYC,
22896,94 Rivington St NYC,
22898,231 E 117th St NYC,
22899,131-59 Fowler Ave NYC,
22900,38-40 Rutgers St NYC,
22901,E Beach 97th St NYC,
22902,55-30 98th Pl NYC,
22906,1598 E 9th St NYC,
22908,317 73rd St NYC,
22910,112-53 Queens Blvd NYC,
22911,64 BAY 8TH STREET NYC,
22912,2167 Westchester Ave NYC,
22913,387 5th Ave NYC,
22915,131 Lee Ave NYC,
22916,326 E 100th St NYC,
22917,1017 67th St NYC,
22918,91-19 37th Ave NYC,
22920,65 Jesup Pl NYC,
22921,146 FRANKLIN STREET NYC,
22923,44 Hester St NYC,
22924,305 W 56th St NYC,
22927,65 E Tremont Ave NYC,
22928,3711 13th Ave NYC,
22930,1361 Lexington Ave NYC,
22932,N Grand Army Plz NYC,
22933,135 DIVISION STREET NYC,
22934,422 BRIGHTON BEACH AVE NYC,
22935,5604 8 AVE NYC,
22936,267 AVE X NYC,
22937,290 CONOVER ST NYC,
22938,351 W Broadway NYC,
22940,157 E 23rd St NYC,
22941,S E 50th St NYC,
22943,56 W 56th St NYC,
22944,33 W 63rd St NYC,
22945,152 E 118th St NYC,
22946,950 Southern Blvd NYC,
22947,S St Raymonds Ave NYC,
22948,W Monroe Ave NYC,
22949,1435 64th St NYC,
22950,4519 16th Ave NYC,
22951,1151 36th St NYC,
22952,21 Lenox Rd NYC,
22953,300 Flatbush Ave NYC,
22954,154 S 8th St NYC,
22955,15009 88th Ave NYC,
22956,115-06 Liberty Ave NYC,
22957,14413 76th Rd NYC,
22958,143-51 Roosevelt Ave NYC,
22959,116-05 Queens Blvd NYC,
22961,37-82 103rd St NYC,
22962,94-01 37th Ave NYC,
22963,976 PRESIDENT ST NYC,
22966,123 W 43rd St NYC,
22967,169 W 78th St NYC,
22969,1420 Bronx River Ave NYC,
22970,4036 White Plains Rd NYC,
22971,2823 Coney Island Ave NYC,
22972,326 Atlantic Ave NYC,
22973,116 Covert St NYC,
22976,651 Leonard St NYC,
22977,E 162nd St NYC,
22978,135-27 77th Ave NYC,
22979,242-24 Northern Blvd NYC,
22980,346 E 134 ST NYC,
22981,545 E 11th St NYC,
22982,43 W 16th St NYC,
22983,24 E 81st St NYC,
22984,2109 Broadway NYC,
22986,102 W 123rd St NYC,
22987,92-12 147th Pl NYC,
22988,35-03 12th St NYC,
22989,74-14 30th Ave NYC,
22991,1668 3rd Ave NYC,
22992,867 Madison Ave NYC,
22994,1058 Evergreen Ave NYC,
22996,1010 E 178th St NYC,
22997,3204 Bainbridge Ave NYC,
22998,2338 University Ave NYC,
22999,2859 W 32nd St NYC,
23000,1214 E 10th St NYC,
23002,116-16 Queens Blvd NYC,
23003,E 30th St NYC,
23004,221 W 22nd St NYC,
23007,692 W 62nd St NYC,
23008,210 W 61st St NYC,
23011,4023 Broadway NYC,
23012,S Belmont St NYC,
23014,555 Eastern Pky NYC,
23015,10 Coleman Sq NYC,
23016,45-51 47th St NYC,
23017,165-19 Northern Blvd NYC,
23018,80-02 41st Ave NYC,
23020,32-64 34th St NYC,
23021,390 AUTUMN AVENUE NYC,
23022,257 BAY 41ST ST NYC,
23023,32-23 53 PLACE NYC,
23025,320 E 40th St NYC,
23030,1660 Madison Ave NYC,
23032,N Locke St NYC,
23033,W Hemlock St NYC,
23034,70 Berkeley Pl NYC,
23035,93 St Johns Pl NYC,
23037,81-01 Northern Blvd NYC,
23038,362 E 10TH ST NYC,
23041,421 W 45th St NYC,
23043,102 W 85th St NYC,
23044,S W 82nd St NYC,
23047,S E 162nd St NYC,
23048,3038 Buhre Ave NYC,
23050,02 Bay 31st St NYC,
23052,2911 Glenwood Rd NYC,
23056,35-57 86th St NYC,
23057,160 7th Ave S NYC,
23058,210 W 16th St NYC,
23059,2 E 67th St NYC,
23062,2192 Frederick Douglass B NYC,
23064,1455 E 24th St NYC,
23065,20-05 74th St NYC,
23066,3497B BOSTON ROAD NYC,
23067,13A DWIGHT ST NYC,
23068,1476 PACIFIC ST NYC,
23070,N 6th Ave NYC,
23072,434 E 120th St NYC,
23074,213 Ross St NYC,
23075,S Justice Ave NYC,
23076,95-20 63rd Rd NYC,
23079,502 AVE P NYC,
23080,698 STERLING PL NYC,
23081,60 E 42nd St NYC,
23082,351 E 78th St NYC,
23083,933 Columbus Ave NYC,
23085,560 Courtlandt Ave NYC,
23086,1614 Walton Ave NYC,
23088,495 E 180th St NYC,
23089,1247 E 12th St NYC,
23090,750 E New York Ave NYC,
23091,895 Greenpoint Ave NYC,
23092,167 Lafayette Ave NYC,
23093,338 Berry St NYC,
23095,144-02 76th Rd NYC,
23097,146-01 Northern Blvd NYC,
23098,702 Castleton Ave NYC,
23099,4164 WHITE PLAINS ROAD NYC,
23100,S W 3rd St NYC,
23102,222 E 80th St NYC,
23103,1900 HENNESSY PL NYC,
23104,2380 CONEY ISLAND AVE NYC,
23105,1340 E 94th St NYC,
23106,1012 AVE H NYC,
23107,43 Waldorf Ct NYC,
23108,400 9th St NYC,
23109,573 Metropolitan Ave NYC,
23110,97 Green St NYC,
23111,162-19 Hillside Ave NYC,
23112,90-02 180th St NYC,
23113,54-20 39th Ave NYC,
23114,35-45 33rd St NYC,
23115,333 EAST 30TH STREET NYC,
23116,115 SOUTH ST NYC,
23117,61 Vestry St NYC,
23118,57 Market St NYC,
23119,120 E 19th St NYC,
23120,20 E 84th St NYC,
23121,505 E 76th St NYC,
23122,W W 33rd St NYC,
23123,7100 Shore Rd NYC,
23124,149 Kenilworth Pl NYC,
23125,5717 2nd Ave NYC,
23126,160 Monitor St NYC,
23127,14602 89th Ave NYC,
23128,44-30 Douglaston Pky NYC,
23129,39-06 104th St NYC,
23130,115 WALWORTH ST NYC,
23131,30-92 31 ST NYC,
23132,23 EAST 108 ST NYC,
23133,111 Jane St NYC,
23136,446 W 34th St NYC,
23142,2143 Barnes Ave NYC,
23143,2007 Emmons Ave NYC,
23144,W Vermont St NYC,
23145,73 Highland Pl NYC,
23146,919 Lafayette Ave NYC,
23147,153 Rodney St NYC,
23148,47-50 41st St NYC,
23149,E 64th Ave NYC,
23150,143-10 91st Ave NYC,
23151,2384 WEST ST NYC,
23152,87-31 133rd St NYC,
23153,249 MARION ST NYC,
23154,910 E Gun Hill Rd NYC,
23155,3571 Lafayette Ave NYC,
23156,10 Van Cortlandt Ave NYC,
23157,531 Amsterdam Ave NYC,
23158,711 Haven Ave NYC,
23159,315 W 74th St NYC,
23160,4904 Fort Hamilton Pkwy NYC,
23161,32 6th Ave NYC,
23163,210 11th Ave NYC,
23164,2505 AVE U NYC,
23165,567 6TH ST NYC,
23166,25-46 Steinway St NYC,
23167,172-22 Jamaica Ave NYC,
23168,1525 E 15th St NYC,
23169,1726 McDonald Ave NYC,
23170,3360 Fish Ave NYC,
23172,505 Crown St NYC,
23173,55 St Nicholas Ave NYC,
23174,2 South End Ave NYC,
23175,105 E Kingsbridge Rd NYC,
23176,488 Kings Hwy NYC,
23177,243 E 13th St NYC,
23180,30 E 40 STREET NYC,
23184,75 Ross St NYC,
23185,85 Stanton St NYC,
23186,1326 St Nicholas Ave NYC,
23187,97 Graham Ave NYC,
23189,1721 Nostrand Ave NYC,
23190,2015 Southern Blvd NYC,
23192,123 WEST KINGSBRIDGE RD NYC,
23193,19 WALWORTH STREET NYC,
23194,98 Mott St NYC,
23195,201 E 89th St NYC,
23196,1649 York Ave NYC,
23197,1036 Lexington Ave NYC,
23198,2350 Broadway NYC,
23199,3666 Broadway NYC,
23200,1120 E 165th St NYC,
23201,715 E 214th St NYC,
23202,2449 Grand Ave NYC,
23203,91 W Fordham Rd NYC,
23204,165 E Mosholu Pky NYC,
23205,8102 20th Ave NYC,
23206,W 46th St NYC,
23207,1042 Bergen St NYC,
23208,320 Covert St NYC,
23210,48 N 15th St NYC,
23212,N Maple Ave NYC,
23213,113-14 Queens Blvd NYC,
23215,23-47 31st St NYC,
23216,2144 86ST STREET NYC,
23217,182 Duane St NYC,
23220,155 E 34th St NYC,
23222,147 W 117th St NYC,
23223,3515 Jerome Ave NYC,
23224,3206 Bainbridge Ave NYC,
23225,10 W 195th St NYC,
23226,E W 37th St NYC,
23227,741-745 Ralph Ave NYC,
